y_true,y_pred,smiles
64.8,63.14586,CN(C(C1=CC=CC=C1OCC2=CC=CC=C2)=O)CC3=CC=C(C=C3)OC
54.6,55.465805,O=C(NC1=CC=C(C=C1)OC)CC2=CC=C(C=C2)OC
58.8,58.617413,O=C(NC1=CC=C2N=CC=NC2=C1)C3C4=C(C=CC=C4)OC5=C3C=CC=C5
54.0,52.22319,O=C(NCCC1=CC=CS1)CC2=CC=C3C(OCO3)=C2
60.0,61.084866,CCC1=CC(NC(/C=C/C(C=C2)=CC=C2N(C)C)=O)=CC=C1
67.2,57.497932,FC1=NC=C(N(C)C(C=C2)=CC=C2OC)C=C1
67.8,66.45434,O=C(N(CC)C1=CC=CC(C)=C1)C2=C(C=CC=C2C)C
45.6,46.661636,O=C(NCC1=CC2=C(OCO2)C=C1)C3=CNC4=NC=CC=C43
68.65055,61.80417,O=C(NC1CCCCC1)C2=CC=CC=C2OCC3=CC=CC=C3
59.4,61.760853,O=C(NC1CCCCCC1)CN2C=CC3=C2C=CC=C3
64.2,63.928802,CC1=C(C)C(NC(C(C)=CC2=CC=CC=C2)=O)=CC=C1
54.6,53.58699,COC1=C(N2CCN(C(CCCC#C)=O)CC2)C=CC=C1
